"Loss Function","Dice Similarity Coefficient","Hausdorff Distance (mm)"
"$\text{Loss}_{DSC}$",0.8602971241651901,10.63014581273465
"$\text{Loss}_{FelzenszwalbGPU}$",0.9024341975064318,3.7416573867739413
