train_dice_metric_dice,valid_dice_metric_dice,all_dice_metric_dice,train_dice_metric_dice_hd,valid_dice_metric_dice_hd,all_dice_metric_dice_hd
0.03307601600166642,0.03505550454886904,0.034065760275267726,0.0373373997090483,0.04068062159552568,0.039009010652286985
0.04158684337898397,0.04564450474898236,0.04361567406398316,0.02042899267301109,0.02004838939228616,0.020238691032648626
0.1280571023634589,0.136,0.13202855118172946,0.0437741162757632,0.042076411265012346,0.04292526377038777
0.3872157355588016,0.355193661971831,0.3712046987653163,0.0876371116208193,0.09736676127404605,0.09250193644743268
0.13767290157165346,0.09622377622377623,0.11694833889771485,0.17530474424001624,0.19431988041853512,0.1848123123292757
0.5582843399110696,0.5568113017154389,0.5575478208132543,0.25039145423768544,0.2769023569023569,0.2636469055700212
0.5213827202540939,0.5258312981401465,0.5236070091971202,0.43245211653562776,0.43780167668727243,0.4351268966114501
0.5718710917742506,0.5318927115913183,0.5518819016827845,0.5867794791125186,0.5948763446822668,0.5908279118973927
0.7321425075899388,0.6433086508939859,0.6877255792419623,0.6449505737449932,0.6892340369042878,0.6670923053246405
0.7534844468415522,0.659671937342988,0.7065781920922701,0.5658432309725904,0.5805115460287874,0.5731773885006889
0.7119276231324858,0.6224883296123401,0.667207976372413,0.7188769811622064,0.6884228812507756,0.703649931206491
0.45485343823968694,0.4682289319513294,0.4615411850955082,0.6524412998398695,0.6247811709784089,0.6386112354091392
0.7041955440935029,0.707273933230157,0.70573473866183,0.7804097919740398,0.7782066508313539,0.7793082214026968
0.7949162141977577,0.7766323024054983,0.7857742583016281,0.7636234006146454,0.7435769518583187,0.7536001762364821
0.8556955415255023,0.8216691068814056,0.838682324203454,0.7899394957728777,0.7543180464562239,0.7721287711145508
0.7896497052973659,0.7710526315789473,0.7803511684381566,0.8014484215945165,0.7701053335562615,0.785776877575389
0.8453824982261591,0.8175653858572812,0.8314739420417201,0.7306528336206117,0.6455244886470257,0.6880886611338187
0.8370256848964485,0.70875889817394,0.7728922915351942,0.7730395168231768,0.7486093665889109,0.7608244417060439
0.8662224235868805,0.8377422549158297,0.851982339251355,0.7918403163138361,0.7282554047259929,0.7600478605199146
0.8681195717830207,0.8123815540113708,0.8402505628971957,0.8222314306805438,0.8050152708567755,0.8136233507686597
0.8894015136938608,0.8214235377026075,0.8554125256982341,0.829334452380877,0.733007252487772,0.7811708524343245
0.8672824340290296,0.8259374488292124,0.846609941429121,0.8526748246013037,0.8161635521482191,0.8344191883747614
0.8809214224840497,0.7553279822861888,0.8181247023851193,0.8145827708878863,0.7479865771812081,0.7812846740345472
0.8871673446515271,0.8428927680798005,0.8650300563656639,0.855980580628699,0.824967824967825,0.8404742027982619
0.8884327621011537,0.816144828609586,0.8522887953553699,0.829954208934479,0.7428767593546173,0.7864154841445481
0.8959820337822533,0.8033343624575486,0.849658198119901,0.8563838072133675,0.8197857592942659,0.8380847832538167
0.8922810696656993,0.8482309124767226,0.8702559910712109,0.8822703999178467,0.8144729005360334,0.84837165022694
0.8986370841620814,0.8113741253535804,0.8550056047578309,0.8717513473410129,0.7923114513764457,0.8320313993587293
0.9011281432743152,0.8159974197710047,0.85856278152266,0.8440993285827136,0.7532781228433403,0.798688725713027
0.9149328258406382,0.8234410217881293,0.8691869238143837,0.8718312346132339,0.7735401171071372,0.8226856758601855
0.9060700220253609,0.8240343347639485,0.8650521783946548,0.8741924004688537,0.8260685569191706,0.8501304786940121
