train_losses_dice,train_losses_dice_hd,valid_losses_dice,valid_losses_dice_hd
0.014772698,0.026387587,0.11764997,0.116835244
0.012487918,0.02437329,0.11646932,0.10385032
0.016390339,0.03924404,0.11535716,0.118118055
0.012399375,0.021993797,0.116639316,0.11072029
0.012082383,0.023782894,0.114489496,0.09946679
0.0141031,0.033997815,0.117981374,0.11776458
0.012551919,0.020809207,0.11535299,0.108635075
0.01736024,0.020465463,0.11846632,0.1023108
0.00976029,0.02946858,0.11638075,0.12031956
0.010817125,0.01968623,0.119229436,0.105381116
0.027401075,0.021087065,0.119528115,0.10616728
0.013132557,0.02256416,0.117025495,0.11089016
0.020923197,0.019147279,0.12601626,0.10860323
0.01593326,0.016950421,0.11333841,0.1030289
0.017419219,0.021470899,0.12249756,0.105703145
0.014353752,0.0250792,0.11839777,0.116756015
0.018664598,0.017151542,0.11592573,0.09885406
0.012956589,0.015743956,0.11637163,0.10319806
0.010617554,0.032453418,0.11636776,0.11357082
0.028335959,0.017409801,0.122407794,0.09979449
0.010061085,0.0295346,0.11480975,0.11219422
0.009544238,0.028340464,0.12205142,0.1043865
0.027683243,0.027134342,0.1151796,0.11393767
0.009603664,0.022751901,0.121822655,0.1028013
0.007984251,0.030810712,0.115651965,0.112018585
0.02395834,0.018474806,0.11973554,0.10659161
0.007917747,0.015296839,0.117660224,0.09848073
0.00725393,0.023674972,0.11545485,0.108022146
0.020114452,0.017550137,0.12088603,0.105086595
0.0096346885,0.013910083,0.11865324,0.100872695
0.0090248585,0.019438015,0.118175745,0.102622814
0.0141498,0.016112454,0.11415094,0.10526858
0.0090471655,0.013070675,0.12246466,0.10117892
0.012581199,0.017620316,0.116930425,0.100470416
0.008553028,0.015784929,0.11605853,0.10445278
0.0068524033,0.013995325,0.1215592,0.098911695
0.01655455,0.0207483,0.11807233,0.10304023
0.0063630342,0.014740257,0.12060636,0.09840794
0.0062550604,0.013207317,0.117987156,0.10266115
0.012029111,0.015328922,0.11834949,0.10114654
0.0052403063,0.021168431,0.118967,0.100101665
0.0073919,0.014292123,0.11888021,0.1043001
0.010505632,0.015269404,0.11905199,0.0959706
0.0064034015,0.020922953,0.11880553,0.109144874
0.004807681,0.013750579,0.119211435,0.09807817
0.012372747,0.01566999,0.11868721,0.09979068
0.0048808455,0.017520871,0.12053102,0.10423673
0.0042569935,0.01128985,0.11925471,0.09827137
0.014435738,0.011954227,0.11924386,0.1011349
0.0060902536,0.017968392,0.12330669,0.09893886
0.0048006475,0.010544383,0.119766235,0.10196922
0.016513273,0.010151769,0.1188395,0.09967382
0.007161349,0.020968754,0.1237008,0.10094328
0.004609421,0.009708897,0.11915904,0.10073955
0.015394822,0.011478379,0.12123209,0.09825356
0.007983699,0.023790948,0.12346977,0.10424207
0.005882308,0.010437161,0.119806945,0.09738127
0.013438553,0.0102090305,0.121377766,0.09860943
0.010079041,0.027792346,0.12452805,0.10785977
0.007057607,0.011943086,0.12291509,0.10057316
0.016301021,0.009902438,0.1215086,0.09896932
0.012258694,0.029591547,0.12802356,0.1086345
0.011006385,0.013361371,0.123093784,0.10084648
0.0076242536,0.009687142,0.11695486,0.09825295
0.0066987276,0.025892504,0.123588204,0.105551906
0.012598366,0.015041702,0.11596966,0.10136824
0.005815357,0.014749326,0.11954218,0.100498535
0.0040483773,0.00996637,0.11831945,0.095680825
0.008653805,0.010280096,0.12108296,0.096758224
0.0036278516,0.020259736,0.11771327,0.105785765
0.0041842908,0.008664685,0.11863476,0.094646566
0.0074555725,0.010589315,0.11836934,0.09829408
0.0044939816,0.016335387,0.12190926,0.100060895
0.008067459,0.008528585,0.11884838,0.09631818
0.0030338168,0.008040061,0.11969787,0.093975954
0.0027543604,0.015100321,0.119410336,0.10090697
0.005807787,0.008491727,0.119102895,0.096660756
0.003129527,0.010561817,0.122576,0.09608264
0.008199587,0.010745271,0.11915386,0.100587726
0.00329867,0.009197755,0.1228379,0.09553274
0.0075130165,0.015543211,0.11978251,0.09999459
0.0024320185,0.006777237,0.12184495,0.097143605
0.004887879,0.006965119,0.12045759,0.096183725
0.0021706522,0.016734412,0.12100446,0.09895104
0.0039484054,0.0075687347,0.120400906,0.09885652
0.0020814538,0.0075394604,0.1213097,0.09667543
0.0032547861,0.009337094,0.120563686,0.09459508
0.0021853298,0.007741273,0.12108767,0.09923581
0.0025419593,0.015037041,0.12091261,0.098226294
0.00236696,0.006371531,0.12093967,0.09533453
0.0023743361,0.006404455,0.12105256,0.094199255
0.0024721622,0.012636548,0.121078074,0.10045134
0.0021935105,0.006891834,0.12121165,0.09480336
0.0024411082,0.009711752,0.121273756,0.09706202
0.002163455,0.00632124,0.121453345,0.09639202
0.0023447275,0.0055058612,0.121548235,0.09532593
0.0021495074,0.008618794,0.12169373,0.096600205
0.0022732317,0.0052130166,0.12172061,0.09582554
0.0021579862,0.007304499,0.121795,0.09594408
0.0021857321,0.00561501,0.1218127,0.0955408
0.0021526814,0.0052124234,0.121955454,0.095600605
0.0021479577,0.0075103506,0.12204081,0.09721133
0.0021311194,0.004796497,0.122092664,0.09531369
0.002096638,0.005886918,0.12218225,0.09629529
0.002107963,0.0060709775,0.12225741,0.096625425
0.002060771,0.0046094293,0.1223622,0.09507156
0.0020813793,0.0066630724,0.122433364,0.09729544
0.0020593405,0.0047761183,0.122493505,0.09487558
0.0020440966,0.0049335896,0.12259585,0.09655722
0.0020307451,0.006502298,0.12266785,0.09596659
0.002017513,0.0043788725,0.122700036,0.095462956
0.0020002872,0.0048628855,0.12277281,0.09567629
0.0019844621,0.0064043673,0.12282872,0.09600772
0.001963526,0.0042358018,0.12289715,0.095320776
0.0019520074,0.005186208,0.12297571,0.095543705
0.0019442141,0.0058440766,0.12301886,0.09598469
0.0019297451,0.004096543,0.12304264,0.09517144
0.0019240528,0.0064049987,0.12306577,0.096444465
0.0019205511,0.0045312196,0.123135746,0.0949643
0.0018996298,0.0040325187,0.12322086,0.09540403
0.0018902719,0.007867474,0.123263896,0.097446226
0.0018805563,0.0039602527,0.12329948,0.09423885
0.0018743277,0.0041974923,0.12335175,0.09524778
0.001860708,0.008429604,0.12340814,0.09736521
0.0018580109,0.004499654,0.12346238,0.09469781
0.0018450916,0.004575067,0.12352568,0.09449016
0.0018449128,0.009740673,0.12358934,0.09696489
0.0018250793,0.005688196,0.12363416,0.09578532
0.0018234402,0.004060506,0.12368357,0.092784435
0.0018124878,0.020730525,0.12372261,0.101721995
0.0018084794,0.005936931,0.12374252,0.09591415
