train_dice_metric_dice,valid_dice_metric_dice,all_dice_metric_dice,train_dice_metric_dice_hd,valid_dice_metric_dice_hd,all_dice_metric_dice_hd
0.032761574840916984,0.03365129109846098,0.03320643296968898,0.03762553089022729,0.0404146382407252,0.039020084565476246
0.010731944479745247,0.010353082813913242,0.010542513646829245,0.03184024812499409,0.0319911957800463,0.031915721952520196
0.04853661850693396,0.04604139627023704,0.0472890073885855,0.031920145558132634,0.033480983656636626,0.03270056460738463
0.00015956598053295037,0.0004098360655737705,0.00028470102305336043,0.14501392803407193,0.1699393073902178,0.15747661771214486
0.15258256428097733,0.16191285350163856,0.15724770889130796,0.3413888663617797,0.4063766549581194,0.3738827606599495
0.1638147364416592,0.1714081778321607,0.16761145713690995,0.43685115004205566,0.5225494707777266,0.47970031040989114
0.529294619397469,0.5584381778741866,0.5438663986358279,0.4845016928938211,0.5856878184344604,0.5350947556641408
0.6085644882529779,0.2817351598173516,0.4451498240351648,0.6704439027142931,0.733924957185116,0.7021844299497045
0.6436661042561881,0.669386002576213,0.6565260534162005,0.571543906707772,0.5103654627057064,0.5409546847067392
0.7552373309382943,0.6393088552915767,0.6972730931149355,0.6645873382951806,0.6505798728020951,0.6575836055486378
0.7838490743402299,0.622185154295246,0.703017114317738,0.6837126883508621,0.6666666666666666,0.6751896775087644
0.7690678688811594,0.7259284731774416,0.7474981710293005,0.7418889812256786,0.6884098028376635,0.715149392031671
0.7784378588818557,0.7634218289085546,0.7709298438952051,0.6049822306480169,0.5566708490171476,0.5808265398325823
0.8399542319033115,0.757647804723411,0.7988010183133613,0.7819181407814186,0.8080480285575207,0.7949830846694697
0.8128993399325002,0.7698150594451784,0.7913571996888393,0.8199354143800842,0.8160123171670516,0.8179738657735679
0.8285953589282109,0.6820377005764138,0.7553165297523123,0.7795276004863089,0.7920658934274668,0.7857967469568878
0.8333599496469233,0.8085967917769817,0.8209783707119525,0.8334744071921072,0.8130103806228374,0.8232423939074722
0.7683340389875069,0.5719489981785064,0.6701415185830066,0.8490295869299362,0.8541791942273,0.8516043905786181
0.8539446198581153,0.7922513727882855,0.8230979963232004,0.8673216477563352,0.827244942512007,0.8472832951341711
0.849474871814609,0.7241502683363148,0.7868125700754619,0.8649700416894307,0.8442393736017897,0.8546047076456103
0.8608161287180401,0.7666609264680558,0.813738527593048,0.877721628789883,0.8256454888308674,0.8516835588103753
0.883330164229268,0.7618890900115188,0.8226096271203934,0.8758225894515024,0.8396094839609484,0.8577160367062253
0.8815976643763767,0.7528938097634625,0.8172457370699195,0.8778420419726305,0.8237710529919211,0.8508065474822758
0.8716995467346486,0.76,0.8158497733673242,0.8850607608043349,0.8151386801475612,0.8500997204759481
0.813611226424142,0.6605469497035762,0.7370790880638591,0.8875032253535231,0.8469740634005763,0.8672386443770497
0.884162811739313,0.8013979638352834,0.8427803877872981,0.8726675800525057,0.8456577171141443,0.859162648583325
0.8403949931506949,0.7434838342116508,0.7919394136811728,0.8700909777826905,0.7942741322523436,0.832182555017517
0.8003846106389935,0.5940020682523268,0.6971933394456602,0.8644730893571057,0.8283163265306123,0.846394707943859
0.8688061367738291,0.7932121940231266,0.8310091653984779,0.8732983781150312,0.824089219330855,0.848693798722943
0.8960828184463467,0.7718032786885246,0.8339430485674357,0.885549040409384,0.8452041785375118,0.8653766094734479
0.8617772474195752,0.717768747691171,0.7897729975553731,0.8896562344150041,0.8269365949669619,0.8582964146909831
0.9019372946689989,0.7961538461538461,0.8490455704114225,0.893527652152784,0.8576581576026637,0.8755929048777238
0.8932027536537808,0.7322670375521557,0.8127348956029683,0.8977437453056777,0.8365204888569374,0.8671321170813076
0.8909111376607294,0.7496062992125985,0.8202587184366639,0.9021142820648262,0.8461744248261103,0.8741443534454683
0.8906788002078537,0.7336540174594691,0.8121664088336614,0.9037784013594936,0.8398244651673067,0.8718014332634001
0.8811497299708011,0.7010572366022603,0.7911034832865307,0.9086504852810591,0.8643399943709541,0.8864952398260066
0.8994691205146492,0.7425170663399265,0.8209930934272879,0.9085864942567053,0.8583896396396397,0.8834880669481725
0.9069648818024156,0.7806627946703109,0.8438138382363632,0.9009601950172537,0.8276919146762038,0.8643260548467288
0.842000551771818,0.6429812705155435,0.7424909111436808,0.9114334497468186,0.8477366255144033,0.8795850376306109
0.9034205806777569,0.7743264659270999,0.8388735233024284,0.9139034802442433,0.8533294646743073,0.8836164724592752
0.9162473123933121,0.8114649681528663,0.8638561402730892,0.9118864547116222,0.8625359048009849,0.8872111797563036
0.8978053728278699,0.8317470559767705,0.8647762144023201,0.9175628058553877,0.8602179836512261,0.8888903947533069
0.8978375041144173,0.7519476472421315,0.8248925756782743,0.9115087111076412,0.8625811103100216,0.8870449107088314
0.9046769736343268,0.7726633872101195,0.8386701804222232,0.9134788615187883,0.8578846679420606,0.8856817647304245
0.8942177569248382,0.7281089686891916,0.811163362807015,0.9220220730504556,0.8659936385008989,0.8940078557756772
0.9184488701099781,0.8028580708022085,0.8606534704560933,0.9141537941419676,0.8666276689090378,0.8903907315255026
0.915590080403699,0.825912286575159,0.870751183489429,0.9233261453420507,0.8620737647877522,0.8926999550649015
0.8944673766534887,0.7026443604964921,0.7985558685749905,0.924041602778439,0.8656387665198237,0.8948401846491314
0.9207740624442968,0.8246460746460746,0.8727100685451857,0.929738947336788,0.8718390804597701,0.900789013898279
0.9275795981007652,0.8208860759493671,0.8742328370250662,0.9175901904728635,0.8522775649212431,0.8849338776970532
0.42477161311230005,0.46939921392476136,0.4470854135185307,0.9318751072028572,0.865617093055946,0.8987461001294016
0.7366519334689162,0.6308127780024262,0.6837323557356711,0.9320286342294348,0.8682844718754383,0.9001565530524366
0.6056912810346836,0.6145283562038192,0.6101098186192514,0.928701551562759,0.8562165210036651,0.8924590362832121
0.691491307275317,0.6749473684210526,0.6832193378481848,0.9287119635467552,0.8649193548387096,0.8968156591927324
0.8896132971369579,0.7415926626874363,0.8156029799121971,0.9294502916323615,0.8547550432276657,0.8921026674300137
0.8856828508662504,0.8132078046118161,0.8494453277390333,0.9344677927205489,0.8641940881204685,0.8993309404205088
0.8913573424673799,0.8036613272311213,0.8475093348492506,0.9360612527434093,0.8681708528451824,0.9021160527942959
0.8952997560941823,0.8342311836232107,0.8647654698586965,0.9203344922793384,0.851307669703203,0.8858210809912708
0.9133849223831491,0.829497141181645,0.8714410317823971,0.9393778318962168,0.8759579903491342,0.9076679111226755
0.8728735194036348,0.7986236277240701,0.8357485735638525,0.9378234505675349,0.8536940081442699,0.8957587293559024
0.9182177818152797,0.8228382042783972,0.8705279930468384,0.9316646154130324,0.8645334928229665,0.8980990541179994
0.8975359291225476,0.8109404990403071,0.8542382140814273,0.9420188751734715,0.8600875335309897,0.9010532043522306
0.9071814137668894,0.8205288687216398,0.8638551412442645,0.9238457003421815,0.8445389317034281,0.8841923160228048
0.9160938074578546,0.8168927250308261,0.8664932662443403,0.9413115727010224,0.872609591056193,0.9069605818786077
0.9065057724941319,0.8096962065166063,0.8581009895053691,0.9429575398739191,0.8632165371646386,0.9030870385192789
0.9123670332673354,0.8215509187169107,0.866958975992123,0.9481108078421976,0.8647746243739566,0.906442716108077
0.9146418777853592,0.8088902801690405,0.8617660789771999,0.9473552706438338,0.8683943825104966,0.9078748265771652
0.9208490758910509,0.7861395206838651,0.853494298287458,0.9400516634382289,0.857728337236534,0.8988900003373814
