Model,Best Epoch,Dice Score,Hausdorff Distance,95 Percentile Hausdorff Distance,IoU Score,Total Training Time (s)
HD Loss + Dice Loss,156,0.924152672290802,120.35051727294922,62.30055236816406,0.8172265291213989,1545.55295753479
