,Model,Best Epoch,Dice Score,Hausdorff Distance,95 Percentile Hausdorff Distance,IoU Score,Total Training Time (s)
0,Dice Loss,190,0.9466116428375244,114.22103118896484,78.90902709960938,0.7303285002708435,1303.5181603431702
