Training Loss,Validation Dice Score
0.5695416107773781,0.06194600835442543
0.5261632278561592,0.06194600835442543
0.4354910682886839,0.5535458326339722
0.37132112868130207,0.5535458326339722
0.3178846826776862,0.16676145792007446
0.32590810861438513,0.16676145792007446
0.2780365440994501,0.0
0.30708862096071243,0.0
0.2869419986382127,0.2592967748641968
0.26354233641177416,0.2592967748641968
0.2632117746397853,0.17235571146011353
0.22545140329748392,0.17235571146011353
0.24764064140617847,0.4627842307090759
0.23635761719197035,0.4627842307090759
0.26736410800367594,0.44502803683280945
0.23267547180876136,0.44502803683280945
0.21732485061511397,0.3081966042518616
0.23861481621861458,0.3081966042518616
0.21649656863883138,0.8238485455513
0.2368627223186195,0.8238485455513
0.24204555246978998,0.3530386686325073
0.24418385792523623,0.3530386686325073
0.2291402316186577,0.7344435453414917
0.2260157624259591,0.7344435453414917
0.23284272104501724,0.43495580554008484
0.20305307395756245,0.43495580554008484
0.18750275648199022,0.7026858925819397
0.22667570784687996,0.7026858925819397
0.21515417331829667,0.8949846625328064
0.23430385626852512,0.8949846625328064
0.21326009137555957,0.7586665749549866
0.22037565615028143,0.7586665749549866
0.17550591356121004,0.8987406492233276
0.19990416942164302,0.8987406492233276
0.1880350091960281,0.7364639639854431
0.2182429633103311,0.7364639639854431
0.1661296566016972,0.7139511704444885
0.19130749953910708,0.7139511704444885
0.18346124282106757,0.5801254510879517
0.20454225037246943,0.5801254510879517
0.20249061146751046,0.45930132269859314
0.209069536998868,0.45930132269859314
0.19946150155737996,0.8499600291252136
0.19345757574774325,0.8499600291252136
0.18632497917860746,0.8162354230880737
0.18807152146473527,0.8162354230880737
0.1985479248687625,0.8617326617240906
0.18270044680684805,0.8617326617240906
0.21538329310715199,0.7829185128211975
0.17445764085277915,0.7829185128211975
0.21889448026195168,0.7726495862007141
0.20152982836589217,0.7726495862007141
0.196791599271819,0.510122537612915
0.18408789299428463,0.510122537612915
0.19529662770219147,0.2754713296890259
0.20093298982828856,0.2754713296890259
0.19559649005532265,0.6278794407844543
0.1984289949759841,0.6278794407844543
0.22325698286294937,0.6601302623748779
0.20223994553089142,0.6601302623748779
0.20753605011850595,0.8241593241691589
0.18885435280390084,0.8241593241691589
0.180565184680745,0.7241262197494507
0.26466184854507446,0.7241262197494507
0.17492620181292295,0.053812991827726364
0.17318797810003161,0.053812991827726364
0.18657229212112725,0.8585464954376221
0.2246459205634892,0.8585464954376221
0.1982618235051632,0.9272380471229553
0.20368565246462822,0.9272380471229553
0.20464916061609983,0.5899127721786499
0.21661028661765158,0.5899127721786499
0.16601347690448165,0.9235093593597412
0.19050204195082188,0.9235093593597412
0.20990546699613333,0.8117295503616333
0.18112164177000523,0.8117295503616333
0.19532322837039828,0.9118544459342957
0.2051891153678298,0.9118544459342957
0.18563233059830964,0.7861645221710205
0.2219332663808018,0.7861645221710205
0.19683118350803852,0.8621561527252197
0.20502769527956843,0.8621561527252197
0.1908639231696725,0.7448742985725403
0.19853661907836795,0.7448742985725403
0.17088817013427615,0.9354957938194275
0.2061514863744378,0.9354957938194275
0.183575882576406,0.9099032878875732
0.2040134472772479,0.9099032878875732
0.1801324961706996,0.8971065878868103
0.19810908567160368,0.8971065878868103
0.18048918107524514,0.9060457944869995
0.17416398506611586,0.9060457944869995
0.22324851620942354,0.86701500415802
0.16994170937687159,0.86701500415802
0.20522664790041745,0.7188774943351746
0.19978505140170455,0.7188774943351746
0.20784973120316863,0.718559205532074
0.17909307219088078,0.718559205532074
0.1912525196094066,0.7691693902015686
0.20657319342717528,0.7691693902015686
0.22469771979376674,0.6496655941009521
0.17653737775981426,0.6496655941009521
0.2054256945848465,0.9330244064331055
0.17850599344819784,0.9330244064331055
0.168143525486812,0.8962786197662354
0.15326645085588098,0.8962786197662354
0.20490895071998239,0.8355147838592529
0.18639858975075185,0.8355147838592529
0.15482515934854746,0.9252889156341553
0.17176453908905387,0.9252889156341553
0.16372354794293642,0.7898686528205872
0.17847371520474553,0.7898686528205872
0.1853743656538427,0.5303046703338623
0.21456418372690678,0.5303046703338623
0.21243064478039742,0.0887957513332367
0.1999843087978661,0.0887957513332367
0.22652266547083855,0.6896442174911499
0.22449246421456337,0.6896442174911499
0.19840506417676806,0.38618361949920654
0.19419143069535494,0.38618361949920654
0.21322033274918795,0.3454590439796448
0.19873518985696137,0.3454590439796448
0.23502747574821115,0.9202988147735596
0.22878656722605228,0.9202988147735596
0.148795566521585,0.8106420040130615
0.1838443169835955,0.8106420040130615
0.2066846420057118,0.8121369481086731
0.20697681792080402,0.8121369481086731
0.2192891133017838,0.8352458477020264
0.21330313617363572,0.8352458477020264
0.2113414341583848,0.9115825295448303
0.15718016400933266,0.9115825295448303
0.12250739964656532,0.9385601878166199
0.14036819199100137,0.9385601878166199
0.18340824032202363,0.916255533695221
0.20933051989413798,0.916255533695221
0.1759854182600975,0.8219172358512878
0.20369875011965632,0.8219172358512878
0.1942879967391491,0.6596481800079346
0.1836093608289957,0.6596481800079346
0.22352463472634554,0.8104538321495056
0.19444785825908184,0.8104538321495056
0.199976178817451,0.7881414890289307
0.18194133741781116,0.7881414890289307
0.1991247315891087,0.933806300163269
0.19509808672592044,0.933806300163269
0.2200880516320467,0.8743666410446167
0.17794089927338064,0.8743666410446167
0.1949530653655529,0.8871491551399231
0.1741738119162619,0.8871491551399231
0.19034080929122865,0.8984749913215637
0.1970980609767139,0.8984749913215637
0.2156899655237794,0.787771999835968
0.17245893040671945,0.787771999835968
0.1620781314559281,0.9107604622840881
0.18430409859865904,0.9107604622840881
0.18068941868841648,0.8413515090942383
0.1614010811317712,0.8413515090942383
0.2047842324245721,0.8963703513145447
0.20523461839184165,0.8963703513145447
0.17362843826413155,0.8887515068054199
0.17806984018534422,0.8887515068054199
0.17298259027302265,0.8762312531471252
0.22200454818084836,0.8762312531471252
0.17375560384243727,0.9461600184440613
0.1672170925885439,0.9461600184440613
0.21898619504645467,0.8400210738182068
0.1742922617122531,0.8400210738182068
0.16769915726035833,0.9225639700889587
0.15461351536214352,0.9225639700889587
0.20020247716456652,0.8886644840240479
0.17653776751831174,0.8886644840240479
0.1556654016021639,0.940626859664917
0.1919485272374004,0.940626859664917
0.1718502347357571,0.5384752154350281
0.17172643495723605,0.5384752154350281
0.20845764316618443,0.6027556657791138
0.18224475719034672,0.6027556657791138
0.20381430257111788,0.9361787438392639
0.21479044388979673,0.9361787438392639
0.1930606602691114,0.888098955154419
0.19224094436503947,0.888098955154419
0.2200310849584639,0.9090927839279175
0.19653091952204704,0.9090927839279175
0.2137625627219677,0.6096733808517456
0.1824275499675423,0.6096733808517456
0.22283643810078502,0.9251943230628967
0.1906267129816115,0.9251943230628967
0.16854030126705766,0.9466116428375244
0.1718508426565677,0.9466116428375244
0.1578420507721603,0.9445632100105286
0.17583417240530252,0.9445632100105286
0.184622953645885,0.9151472449302673
0.18711107783019543,0.9151472449302673
0.17867445573210716,0.844605028629303
0.22443263698369265,0.844605028629303
0.19959148508496583,0.009932629764080048
0.19168676622211933,0.009932629764080048
0.15774555667303503,0.3662016689777374
0.1930968128144741,0.3662016689777374
