epoch_idx,dice_metric_of_dice_model_train_set,hd_metric_of_dice_model_train_set,dice_metric_of_HD_Dice_model_train_set,hd_metric_of_HD_Dice_model_train_set,dice_metric_of_dice_model_valid_set,hd_metric_of_dice_model_valid_set,dice_metric_of_HD_Dice_model_valid_set,hd_metric_of_HD_Dice_model_valid_set
10,0.04807025529374334,32.85829105138117,0.6218219048852213,16.54167633935251,0.08185523219103381,21.863211109075447,0.6702576112412177,14.071247279470288
20,0.7025139120982647,48.330974803609465,0.35286824199311223,13.118301981097458,0.7472426470588235,34.88552708502482,0.39753027784374256,8.48528137423857
30,0.8478883219922946,8.574078854529786,0.5648284901957711,8.224537953166092,0.8628108410170439,8.774964387392123,0.7602156146757085,8.48528137423857
40,0.8636812380550938,13.446345292859364,0.6067565127200626,9.21448215540741,0.886372311998982,16.583123951777,0.6706842923794712,5.196152422706632
50,0.8683674349109697,14.423158731438619,0.6252492022102755,7.655777204842451,0.7753075760846104,6.4031242374328485,0.7561018437225636,5.196152422706632
60,0.8844997009716333,15.91141099265697,0.7501518681509164,8.71524514717936,0.8930685255820071,9.273618495495704,0.7252281616688396,3.605551275463989
70,0.8716505577595468,13.777214891044093,0.7568792652472205,8.340032336317643,0.7919625321045475,6.4031242374328485,0.8278823918070697,6.4031242374328485
80,0.8746277346324061,21.403265309356335,0.6928100172676936,6.7417077047628275,0.8266857962697274,5.656854249492381,0.6646403242147924,3.7416573867739413
90,0.8934364409484057,6.386610517256459,0.6914796110564714,6.0795529605297745,0.8893336472804333,7.0,0.7930555555555555,3.4641016151377544
100,0.8012241135396159,10.010425602452566,0.7142099690052031,7.477082711779078,0.7618471953578336,11.180339887498949,0.6843568359868587,6.4031242374328485
110,0.8743843431497811,8.068127004498074,0.7643522584547893,5.497049534760287,0.7820034799900571,6.0,0.8236074270557029,3.4641016151377544
120,0.8910330222482565,23.103727328515014,0.7836271471479093,6.241704257032636,0.848304875030933,7.0,0.8064846416382253,3.7416573867739413
130,0.9459247047647452,13.100604799823467,0.7722820446477253,6.461490296805307,0.8459448971672487,4.69041575982343,0.7713950762016413,5.385164807134504
140,0.9355505366529999,12.615693823742124,0.7530722077273676,12.40154019477661,0.8987821380243572,18.867962264113206,0.8051320754716981,3.4641016151377544
150,0.9014262146715386,8.890541307575337,0.8105019423833228,6.841801063875799,0.8432,7.0,0.8198213382774313,3.4641016151377544
160,0.926490463873981,31.665432498119376,0.7260790222218796,6.409813902843215,0.8399102547182262,5.830951894845301,0.6831358709352156,3.4641016151377544
170,0.8841939030368573,24.806278423044716,0.8573097695429653,7.44969612875367,0.861577287066246,5.0990195135927845,0.8494285714285714,5.196152422706632
180,0.9492613586723714,21.403196280601062,0.8574865167460883,4.833771872773143,0.8406232914160744,20.71231517720798,0.88632569433905,6.164414002968976
190,0.9320451241461875,33.76171424271662,0.9125231056698495,2.723582116934314,0.8389065817409767,25.495097567963924,0.9053753887161262,3.7416573867739413
200,0.9214013729966954,19.59288207890104,0.9143172932817112,4.008189813209032,0.8718473946997823,25.826343140289914,0.8765584326620085,6.164414002968976
210,0.9541357483542773,14.392332489637806,0.9165348512040842,8.69390281845424,0.8523251686190984,9.0,0.9007832898172323,6.782329983125268
220,0.9664983937677322,16.356272452459894,0.9076634801740229,3.9676203981669373,0.8717429067747539,5.830951894845301,0.8921700223713647,3.7416573867739413
230,0.9677895597760362,17.159179710727987,0.9176425511673069,12.804316107440254,0.9024753144866766,5.830951894845301,0.9101692463474613,12.68857754044952
240,0.9237770958517214,27.51002471412658,0.9100724175066129,3.776637392541885,0.8299212598425196,21.470910553583888,0.8676701160238319,3.7416573867739413
