,train_loss_epoch_dice,train_loss_epoch_dice_hd,valid_loss_epoch_dice,valid_loss_epoch_dice_hd
0,0.9843135476112366,1.2893937033038105,0.9855867624282837,3.3625937518599405
1,0.9832965135574341,1.4626148825800418,0.9846433997154236,4.828556153666385
2,0.9812349677085876,1.4158968839494168,0.9827524423599243,4.723655659257276
3,0.976341187953949,1.2515925516259059,0.9781944155693054,3.7953394525480935
4,0.9699186682701111,1.056595537272449,0.9725673794746399,2.358233550051343
5,0.9507358074188232,0.7611765026082167,0.9572628140449524,1.0866514064934436
6,0.9517080187797546,0.870972841324868,0.9559968113899231,1.6808867011880952
7,0.6850343942642212,0.5269792159527011,0.7238762974739075,0.6741749343878713
8,0.9628040790557861,0.9874666515131857,0.9642755389213562,1.2207762053660818
9,0.9083237051963806,0.41610389172422213,0.9136033654212952,0.4840977990771551
10,0.9247385263442993,0.3995457861629913,0.9276859760284424,0.5333374554405148
11,0.795343816280365,0.3551914195749751,0.8139438629150391,0.49126147320389746
12,0.708776593208313,0.3538377110979293,0.7449308037757874,0.516575790349373
13,0.5060905814170837,0.28444782720717693,0.5236724019050598,0.439447246222243
14,0.3623995780944824,0.9823261414039465,0.376478910446167,1.3628106901068118
15,0.3035314977169037,2.2711200670360725,0.32929402589797974,17.631473733855103
16,0.5734992623329163,2.2546197531929932,0.6236283779144287,17.788053128284513
17,0.15182510018348694,1.2981732260944943,0.19343531131744385,5.578739015829456
18,0.12061455845832825,0.9020252932604681,0.19139575958251953,2.3862167340852176
19,0.2452964186668396,0.6751435612373439,0.3465992212295532,1.4848067071284663
20,0.19514904916286469,0.37641165466830434,0.23987746238708496,0.6954070985572878
21,0.7190308570861816,0.30445771925784276,0.8329188227653503,0.6442676110080596
22,0.15173867344856262,0.28163813000254534,0.18411290645599365,0.5867094371942894
23,0.1277679055929184,0.24325194816719975,0.2018735408782959,0.511140785453847
24,0.8105494379997253,0.21913426998930502,0.9251716136932373,0.5066618151918083
25,0.22982048988342285,0.211125755635438,0.2611694931983948,0.49690130572726127
26,0.23196375370025635,0.2171099692202856,0.2577974796295166,0.5975792364377399
27,0.25976502895355225,0.18513721897324426,0.2849125862121582,0.501280460869375
28,0.08717146515846252,0.1816008041119257,0.17667663097381592,0.4864443512241808
29,0.11694170534610748,0.18916946302274235,0.2188507318496704,0.5684121431679974
30,0.08582185208797455,0.16060753474346443,0.16848105192184448,0.5027952344547653
31,0.15474145114421844,0.19605124094763146,0.2764374017715454,0.6000510266864478
32,0.5846719741821289,0.1486357151510091,0.6782622337341309,0.45275179473792204
33,0.35765475034713745,0.13033271694362358,0.4732828140258789,0.5060560134165528
34,0.1243244856595993,0.11862003268854174,0.18454110622406006,0.452775555284794
35,0.09941869974136353,0.14063020343590188,0.2049928903579712,0.5352575591141358
36,0.09112371504306793,0.10392802542735899,0.17765331268310547,0.46948183841352364
37,0.2207297533750534,0.12115214324629497,0.3621866703033447,0.5198438457963281
38,0.0978933572769165,0.10409900725654511,0.1866525411605835,0.5000306918828623
39,0.0994996726512909,0.10343763391107061,0.18325597047805786,0.4826414604274657
40,0.06663709878921509,0.09672189698174743,0.18083852529525757,0.5061199406185894
41,0.11816003918647766,0.10352752715943023,0.1897643804550171,0.5922870257446247
42,0.0919686108827591,0.14023471190689502,0.21566224098205566,0.615002130865066
43,0.11946773529052734,0.10266805180535514,0.2467823624610901,0.5716720882962594
44,0.08146604895591736,0.08544000874040203,0.18317431211471558,0.6097188836311719
45,0.06592521071434021,0.10891101279525037,0.1820315718650818,0.6008541123900097
46,0.07262977957725525,0.10109080727157027,0.17756319046020508,0.6199642708444792
47,0.08969385921955109,0.07951306800138302,0.19390380382537842,0.48568180488426027
48,0.06178946793079376,0.07173514337189794,0.188615083694458,0.5336099940861551
49,0.06540890038013458,0.07473805832181486,0.17625582218170166,0.5362595430524046
50,0.12651966512203217,0.06886838059384759,0.22295987606048584,0.5217765482576895
51,0.06374719738960266,0.06294706121538282,0.18478626012802124,0.5445607429618431
52,0.08000358939170837,0.06364083392646573,0.18151938915252686,0.539606077122452
53,0.10847701132297516,0.07264370965677747,0.21318268775939941,0.6442161292633799
54,0.09269368648529053,0.05930055838826776,0.19588321447372437,0.5662534082271977
55,0.06559388339519501,0.05577429364955454,0.16733098030090332,0.5663726221391479
56,0.056177571415901184,0.060622027915247664,0.1921072006225586,0.6570588663204449
57,0.06310668587684631,0.06033022017300253,0.18660223484039307,0.6569972723275477
58,0.06585665047168732,0.0665177631926909,0.1933915615081787,0.6528135129148185
59,0.062037497758865356,0.061206833484644105,0.2014802098274231,0.6907684146581441
60,0.048671409487724304,0.05956849430166675,0.1823962926864624,0.7469188615727381
61,0.055748313665390015,0.05373707666139638,0.1696246862411499,0.6088288445082664
62,0.14958365261554718,0.05222396261153183,0.2992051839828491,0.7125643543442677
